GeneID	PathwayID	Symbol	ENSEMBL
30814	hsa00591	PLA2G2E	ENSG00000188784
391013	hsa00591	PLA2G2C	ENSG00000187980
50487	hsa00591	PLA2G3	ENSG00000100078
5319	hsa00591	PLA2G1B	ENSG00000170890
5320	hsa00591	PLA2G2A	ENSG00000188257
5321	hsa00591	PLA2G4A	ENSG00000116711
5322	hsa00591	PLA2G5	ENSG00000127472
54979	hsa00591	PLAAT2	ENSG00000133328
64600	hsa00591	PLA2G2F	ENSG00000158786
81579	hsa00591	PLA2G12A	ENSG00000123739
8398	hsa00591	PLA2G6	ENSG00000184381
8399	hsa00591	PLA2G10	ENSG00000069764
84647	hsa00591	PLA2G12B	ENSG00000138308
8605	hsa00591	PLA2G4C	ENSG00000105499
8681	hsa00591	JMJD7-PLA2G4B	ENSG00000168970
100137049	hsa00592	PLA2G4B	ENSG00000243708
11145	hsa00592	PLAAT3	ENSG00000176485
123745	hsa00592	PLA2G4E	ENSG00000188089
151056	hsa00592	PLB1	ENSG00000163803
255189	hsa00592	PLA2G4F	ENSG00000168907
26279	hsa00592	PLA2G2D	ENSG00000117215
283748	hsa00592	PLA2G4D	ENSG00000159337
30	hsa00592	ACAA1	ENSG00000060971
30814	hsa00592	PLA2G2E	ENSG00000188784
391013	hsa00592	PLA2G2C	ENSG00000187980
50487	hsa00592	PLA2G3	ENSG00000100078
51	hsa00592	ACOX1	ENSG00000161533
5319	hsa00592	PLA2G1B	ENSG00000170890
5320	hsa00592	PLA2G2A	ENSG00000188257
5321	hsa00592	PLA2G4A	ENSG00000116711
5322	hsa00592	PLA2G5	ENSG00000127472
54979	hsa00592	PLAAT2	ENSG00000133328
64600	hsa00592	PLA2G2F	ENSG00000158786
81579	hsa00592	PLA2G12A	ENSG00000123739
8310	hsa00592	ACOX3	ENSG00000087008
8398	hsa00592	PLA2G6	ENSG00000184381
8399	hsa00592	PLA2G10	ENSG00000069764
84647	hsa00592	PLA2G12B	ENSG00000138308
8605	hsa00592	PLA2G4C	ENSG00000105499
8681	hsa00592	JMJD7-PLA2G4B	ENSG00000168970
9415	hsa00592	FADS2	ENSG00000134824
10558	hsa00600	SPTLC1	ENSG00000090054
10715	hsa00600	CERS1	ENSG00000223802
10825	hsa00600	NEU3	ENSG00000162139
123099	hsa00600	DEGS2	ENSG00000168350
125981	hsa00600	ACER1	ENSG00000167769
129807	hsa00600	NEU4	ENSG00000204099
130367	hsa00600	SGPP2	ENSG00000163082
166929	hsa00600	SGMS2	ENSG00000164023
204219	hsa00600	CERS3	ENSG00000154227
2531	hsa00600	KDSR	ENSG00000119537
253782	hsa00600	CERS6	ENSG00000172292
2581	hsa00600	GALC	ENSG00000054983
2583	hsa00600	B4GALNT1	ENSG00000135454
259230	hsa00600	SGMS1	ENSG00000198964
2629	hsa00600	GBA1	ENSG00000177628
2717	hsa00600	GLA	ENSG00000102393
2720	hsa00600	GLB1	ENSG00000170266
29956	hsa00600	CERS2	ENSG00000143418
3073	hsa00600	HEXA	ENSG00000213614
3074	hsa00600	HEXB	ENSG00000049860
339221	hsa00600	ENPP7	ENSG00000182156
340485	hsa00600	ACER2	ENSG00000177076
410	hsa00600	ARSA	ENSG00000100299
427	hsa00600	ASAH1	ENSG00000104763
4758	hsa00600	NEU1	ENSG00000204386
4759	hsa00600	NEU2	ENSG00000115488
55304	hsa00600	SPTLC3	ENSG00000172296
55331	hsa00600	ACER3	ENSG00000078124
55512	hsa00600	SMPD3	ENSG00000103056
55627	hsa00600	SMPD4	ENSG00000136699
5660	hsa00600	PSAP	ENSG00000197746
56624	hsa00600	ASAH2	ENSG00000188611
56848	hsa00600	SPHK2	ENSG00000063176
57704	hsa00600	GBA2	ENSG00000070610
64781	hsa00600	CERK	ENSG00000100422
6609	hsa00600	SMPD1	ENSG00000166311
6610	hsa00600	SMPD2	ENSG00000135587
7357	hsa00600	UGCG	ENSG00000148154
7368	hsa00600	UGT8	ENSG00000174607
768239	hsa00600	PSAPL1	ENSG00000178597
79603	hsa00600	CERS4	ENSG00000090661
81537	hsa00600	SGPP1	ENSG00000126821
8560	hsa00600	DEGS1	ENSG00000143753
8611	hsa00600	PLPP1	ENSG00000067113
8612	hsa00600	PLPP2	ENSG00000141934
8613	hsa00600	PLPP3	ENSG00000162407
8877	hsa00600	SPHK1	ENSG00000176170
8879	hsa00600	SGPL1	ENSG00000166224
91012	hsa00600	CERS5	ENSG00000139624
9331	hsa00600	B4GALT6	ENSG00000118276
9334	hsa00600	B4GALT5	ENSG00000158470
9514	hsa00600	GAL3ST1	ENSG00000128242
9517	hsa00600	SPTLC2	ENSG00000100596
10317	hsa00601	B3GALT5	ENSG00000183778
10331	hsa00601	B3GNT3	ENSG00000179913
10402	hsa00601	ST3GAL6	ENSG00000064225
10678	hsa00601	B3GNT2	ENSG00000170340
10690	hsa00601	FUT9	ENSG00000172461
124872	hsa00601	B4GALNT2	ENSG00000167080
2523	hsa00601	FUT1	ENSG00000174951
2524	hsa00601	FUT2	ENSG00000176920
2525	hsa00601	FUT3	ENSG00000171124
2526	hsa00601	FUT4	ENSG00000196371
2527	hsa00601	FUT5	ENSG00000130383
2528	hsa00601	FUT6	ENSG00000156413
2529	hsa00601	FUT7	ENSG00000180549
2651	hsa00601	GCNT2	ENSG00000111846
2683	hsa00601	B4GALT1	ENSG00000086062
28	hsa00601	ABO	ENSG00000175164
53947	hsa00601	A4GALT	ENSG00000128274
6484	hsa00601	ST3GAL4	ENSG00000110080
6487	hsa00601	ST3GAL3	ENSG00000126091
6489	hsa00601	ST8SIA1	ENSG00000111728
79369	hsa00601	B3GNT4	ENSG00000176383
84002	hsa00601	B3GNT5	ENSG00000176597
8702	hsa00601	B4GALT4	ENSG00000121578
8703	hsa00601	B4GALT3	ENSG00000158850
8704	hsa00601	B4GALT2	ENSG00000117411
8706	hsa00601	B3GALNT1	ENSG00000169255
8707	hsa00601	B3GALT2	ENSG00000162630
8708	hsa00601	B3GALT1	ENSG00000172318
10317	hsa00603	B3GALT5	ENSG00000183778
10690	hsa00603	FUT9	ENSG00000172461
127550	hsa00603	A3GALT2	ENSG00000184389
2523	hsa00603	FUT1	ENSG00000174951
2524	hsa00603	FUT2	ENSG00000176920
26301	hsa00603	GBGT1	ENSG00000148288
2717	hsa00603	GLA	ENSG00000102393
28	hsa00603	ABO	ENSG00000175164
3073	hsa00603	HEXA	ENSG00000213614
3074	hsa00603	HEXB	ENSG00000049860
4668	hsa00603	NAGA	ENSG00000198951
53947	hsa00603	A4GALT	ENSG00000128274
6482	hsa00603	ST3GAL1	ENSG00000008513
6483	hsa00603	ST3GAL2	ENSG00000157350
6489	hsa00603	ST8SIA1	ENSG00000111728
8706	hsa00603	B3GALNT1	ENSG00000169255
256435	hsa00604	ST6GALNAC3	ENSG00000184005
2583	hsa00604	B4GALNT1	ENSG00000135454
27090	hsa00604	ST6GALNAC4	ENSG00000136840
2720	hsa00604	GLB1	ENSG00000170266
29906	hsa00604	ST8SIA5	ENSG00000101638
3073	hsa00604	HEXA	ENSG00000213614
3074	hsa00604	HEXB	ENSG00000049860
30815	hsa00604	ST6GALNAC6	ENSG00000160408
6482	hsa00604	ST3GAL1	ENSG00000008513
6483	hsa00604	ST3GAL2	ENSG00000157350
6489	hsa00604	ST8SIA1	ENSG00000111728
81849	hsa00604	ST6GALNAC5	ENSG00000117069
8705	hsa00604	B3GALT4	ENSG00000235863
8869	hsa00604	ST3GAL5	ENSG00000115525
9197	hsa00604	SLC33A1	ENSG00000169359
10327	hsa00620	AKR1A1	ENSG00000117448
10873	hsa00620	ME3	ENSG00000151376
124	hsa00620	ADH1A	ENSG00000187758
125	hsa00620	ADH1B	ENSG00000196616
126	hsa00620	ADH1C	ENSG00000248144
127	hsa00620	ADH4	ENSG00000198099
128	hsa00620	ADH5	ENSG00000197894
130	hsa00620	ADH6	ENSG00000172955
131	hsa00620	ADH7	ENSG00000196344
134526	hsa00620	ACOT12	ENSG00000172497
160287	hsa00620	LDHAL6A	ENSG00000166800
1737	hsa00620	DLAT	ENSG00000150768
1738	hsa00620	DLD	ENSG00000091140
197257	hsa00620	LDHD	ENSG00000166816
217	hsa00620	ALDH2	ENSG00000111275
219	hsa00620	ALDH1B1	ENSG00000137124
223	hsa00620	ALDH9A1	ENSG00000143149
224	hsa00620	ALDH3A2	ENSG00000072210
2271	hsa00620	FH	ENSG00000091483
2739	hsa00620	GLO1	ENSG00000124767
3029	hsa00620	HAGH	ENSG00000063854
31	hsa00620	ACACA	ENSG00000278540
32	hsa00620	ACACB	ENSG00000076555
38	hsa00620	ACAT1	ENSG00000075239
39	hsa00620	ACAT2	ENSG00000120437
3939	hsa00620	LDHA	ENSG00000134333
3945	hsa00620	LDHB	ENSG00000111716
3948	hsa00620	LDHC	ENSG00000166796
4190	hsa00620	MDH1	ENSG00000014641
4191	hsa00620	MDH2	ENSG00000146701
4199	hsa00620	ME1	ENSG00000065833
4200	hsa00620	ME2	ENSG00000082212
501	hsa00620	ALDH7A1	ENSG00000164904
5091	hsa00620	PC	ENSG00000173599
5105	hsa00620	PCK1	ENSG00000124253
5106	hsa00620	PCK2	ENSG00000100889
5160	hsa00620	PDHA1	ENSG00000131828
5161	hsa00620	PDHA2	ENSG00000163114
5162	hsa00620	PDHB	ENSG00000168291
5313	hsa00620	PKLR	ENSG00000143627
5315	hsa00620	PKM	ENSG00000067225
55902	hsa00620	ACSS2	ENSG00000131069
84532	hsa00620	ACSS1	ENSG00000154930
92483	hsa00620	LDHAL6B	ENSG00000171989
9380	hsa00620	GRHPR	ENSG00000137106
97	hsa00620	ACYP1	ENSG00000119640
98	hsa00620	ACYP2	ENSG00000170634
112817	hsa00630	HOGA1	ENSG00000241935
125061	hsa00630	AFMID	ENSG00000183077
132158	hsa00630	GLYCTK	ENSG00000168237
1431	hsa00630	CS	ENSG00000062485
1738	hsa00630	DLD	ENSG00000091140
189	hsa00630	AGXT	ENSG00000172482
2653	hsa00630	GCSH	ENSG00000140905
2731	hsa00630	GLDC	ENSG00000178445
275	hsa00630	AMT	ENSG00000145020
2752	hsa00630	GLUL	ENSG00000135821
283871	hsa00630	PGP	ENSG00000184207
38	hsa00630	ACAT1	ENSG00000075239
39	hsa00630	ACAT2	ENSG00000120437
4190	hsa00630	MDH1	ENSG00000014641
4191	hsa00630	MDH2	ENSG00000146701
4594	hsa00630	MMUT	ENSG00000146085
48	hsa00630	ACO1	ENSG00000122729
50	hsa00630	ACO2	ENSG00000100412
5095	hsa00630	PCCA	ENSG00000175198
5096	hsa00630	PCCB	ENSG00000114054
51179	hsa00630	HAO2	ENSG00000116882
54363	hsa00630	HAO1	ENSG00000101323
55902	hsa00630	ACSS2	ENSG00000131069
6470	hsa00630	SHMT1	ENSG00000176974
6472	hsa00630	SHMT2	ENSG00000182199
81888	hsa00630	HYI	ENSG00000178922
84532	hsa00630	ACSS1	ENSG00000154930
84693	hsa00630	MCEE	ENSG00000124370
847	hsa00630	CAT	ENSG00000121691
9380	hsa00630	GRHPR	ENSG00000137106
160287	hsa00640	LDHAL6A	ENSG00000166800
1629	hsa00640	DBT	ENSG00000137992
1738	hsa00640	DLD	ENSG00000091140
18	hsa00640	ABAT	ENSG00000183044
1892	hsa00640	ECHS1	ENSG00000127884
1962	hsa00640	EHHADH	ENSG00000113790
23417	hsa00640	MLYCD	ENSG00000103150
26275	hsa00640	HIBCH	ENSG00000198130
3030	hsa00640	HADHA	ENSG00000084754
31	hsa00640	ACACA	ENSG00000278540
32	hsa00640	ACACB	ENSG00000076555
35	hsa00640	ACADS	ENSG00000122971
3939	hsa00640	LDHA	ENSG00000134333
3945	hsa00640	LDHB	ENSG00000111716
3948	hsa00640	LDHC	ENSG00000166796
4329	hsa00640	ALDH6A1	ENSG00000119711
4594	hsa00640	MMUT	ENSG00000146085
5095	hsa00640	PCCA	ENSG00000175198
5096	hsa00640	PCCB	ENSG00000114054
51	hsa00640	ACOX1	ENSG00000161533
55862	hsa00640	ECHDC1	ENSG00000093144
55902	hsa00640	ACSS2	ENSG00000131069
593	hsa00640	BCKDHA	ENSG00000248098
594	hsa00640	BCKDHB	ENSG00000083123
79611	hsa00640	ACSS3	ENSG00000111058
8310	hsa00640	ACOX3	ENSG00000087008
84532	hsa00640	ACSS1	ENSG00000154930
84693	hsa00640	MCEE	ENSG00000124370
8801	hsa00640	SUCLG2	ENSG00000172340
8802	hsa00640	SUCLG1	ENSG00000163541
8803	hsa00640	SUCLA2	ENSG00000136143
92483	hsa00640	LDHAL6B	ENSG00000171989
116285	hsa00650	ACSM1	ENSG00000166743
123876	hsa00650	ACSM2A	ENSG00000183747
142827	hsa00650	ACSM6	ENSG00000173124
18	hsa00650	ABAT	ENSG00000183044
1892	hsa00650	ECHS1	ENSG00000127884
1962	hsa00650	EHHADH	ENSG00000113790
2571	hsa00650	GAD1	ENSG00000128683
2572	hsa00650	GAD2	ENSG00000136750
3030	hsa00650	HADHA	ENSG00000084754
3033	hsa00650	HADH	ENSG00000138796
3155	hsa00650	HMGCL	ENSG00000117305
3157	hsa00650	HMGCS1	ENSG00000112972
3158	hsa00650	HMGCS2	ENSG00000134240
341392	hsa00650	ACSM4	ENSG00000215009
348158	hsa00650	ACSM2B	ENSG00000066813
35	hsa00650	ACADS	ENSG00000122971
38	hsa00650	ACAT1	ENSG00000075239
39	hsa00650	ACAT2	ENSG00000120437
5019	hsa00650	OXCT1	ENSG00000083720
54511	hsa00650	HMGCLL1	ENSG00000146151
54988	hsa00650	ACSM5	ENSG00000183549
622	hsa00650	BDH1	ENSG00000161267
6296	hsa00650	ACSM3	ENSG00000005187
64064	hsa00650	OXCT2	ENSG00000198754
65985	hsa00650	AACS	ENSG00000081760
7915	hsa00650	ALDH5A1	ENSG00000112294
79944	hsa00650	L2HGDH	ENSG00000087299
100528021	hsa00670	ST20-MTHFS	ENSG00000259332
10588	hsa00670	MTHFS	ENSG00000136371
10797	hsa00670	MTHFD2	ENSG00000065911
10840	hsa00670	ALDH1L1	ENSG00000144908
10841	hsa00670	FTCD	ENSG00000160282
123263	hsa00670	MTFMT	ENSG00000103707
160428	hsa00670	ALDH1L2	ENSG00000136010
1719	hsa00670	DHFR	ENSG00000228716
200895	hsa00670	DHFR2	ENSG00000178700
25902	hsa00670	MTHFD1L	ENSG00000120254
2618	hsa00670	GART	ENSG00000159131
275	hsa00670	AMT	ENSG00000145020
441024	hsa00670	MTHFD2L	ENSG00000163738
4522	hsa00670	MTHFD1	ENSG00000100714
4524	hsa00670	MTHFR	ENSG00000177000
4548	hsa00670	MTR	ENSG00000116984
471	hsa00670	ATIC	ENSG00000138363
6470	hsa00670	SHMT1	ENSG00000176974
6472	hsa00670	SHMT2	ENSG00000182199
7298	hsa00670	TYMS	ENSG00000176890
122481	hsa00730	AK7	ENSG00000140057
158067	hsa00730	AK8	ENSG00000165695
203	hsa00730	AK1	ENSG00000106992
204	hsa00730	AK2	ENSG00000004455
205	hsa00730	AK4	ENSG00000162433
248	hsa00730	ALPI	ENSG00000163295
249	hsa00730	ALPL	ENSG00000162551
250	hsa00730	ALPP	ENSG00000163283
251	hsa00730	ALPG	ENSG00000163286
26289	hsa00730	AK5	ENSG00000154027
27010	hsa00730	TPK1	ENSG00000196511
52	hsa00730	ACP1	ENSG00000143727
79178	hsa00730	THTPA	ENSG00000259431
84284	hsa00730	NTPCR	ENSG00000135778
9054	hsa00730	NFS1	ENSG00000244005
5167	hsa00740	ENPP1	ENSG00000197594
5169	hsa00740	ENPP3	ENSG00000154269
52	hsa00740	ACP1	ENSG00000143727
53	hsa00740	ACP2	ENSG00000134575
54	hsa00740	ACP5	ENSG00000102575
55312	hsa00740	RFK	ENSG00000135002
645	hsa00740	BLVRB	ENSG00000090013
80308	hsa00740	FLAD1	ENSG00000160688
29968	hsa00750	PSAT1	ENSG00000135069
316	hsa00750	AOX1	ENSG00000138356
493911	hsa00750	PHOSPHO2	ENSG00000144362
55163	hsa00750	PNPO	ENSG00000108439
57026	hsa00750	PDXP	ENSG00000241360
8566	hsa00750	PDXK	ENSG00000160209
100526794	hsa00760	NT5C1B-RDH14	ENSG00000250741
10135	hsa00760	NAMPT	ENSG00000105835
133686	hsa00760	NADK2	ENSG00000152620
22933	hsa00760	SIRT2	ENSG00000068903
22978	hsa00760	NT5C2	ENSG00000076685
23057	hsa00760	NMNAT2	ENSG00000157064
23408	hsa00760	SIRT5	ENSG00000124523
23409	hsa00760	SIRT4	ENSG00000089163
23410	hsa00760	SIRT3	ENSG00000142082
23411	hsa00760	SIRT1	ENSG00000096717
23475	hsa00760	QPRT	ENSG00000103485
23530	hsa00760	NNT	ENSG00000112992
25961	hsa00760	NUDT13	ENSG00000166321
27231	hsa00760	NMRK2	ENSG00000077009
284958	hsa00760	NT5DC4	ENSG00000144130
30833	hsa00760	NT5C	ENSG00000125458
316	hsa00760	AOX1	ENSG00000138356
349565	hsa00760	NMNAT3	ENSG00000163864
4837	hsa00760	NNMT	ENSG00000166741
4860	hsa00760	PNP	ENSG00000198805
4907	hsa00760	NT5E	ENSG00000135318
51547	hsa00760	SIRT7	ENSG00000187531
51548	hsa00760	SIRT6	ENSG00000077463
5167	hsa00760	ENPP1	ENSG00000197594
5169	hsa00760	ENPP3	ENSG00000154269
54981	hsa00760	NMRK1	ENSG00000106733
55191	hsa00760	NADSYN1	ENSG00000172890
554235	hsa00760	ASPDH	ENSG00000204653
56953	hsa00760	NT5M	ENSG00000205309
64802	hsa00760	NMNAT1	ENSG00000173614
65220	hsa00760	NADK	ENSG00000008130
683	hsa00760	BST1	ENSG00000109743
83594	hsa00760	NUDT12	ENSG00000112874
84618	hsa00760	NT5C1A	ENSG00000116981
93034	hsa00760	NT5C1B	ENSG00000185013
93100	hsa00760	NAPRT	ENSG00000147813
952	hsa00760	CD38	ENSG00000004468
1806	hsa00770	DPYD	ENSG00000188641
1807	hsa00770	DPYS	ENSG00000147647
217	hsa00770	ALDH2	ENSG00000111275
219	hsa00770	ALDH1B1	ENSG00000137124
224	hsa00770	ALDH3A2	ENSG00000072210
339896	hsa00770	GADL1	ENSG00000144644
51380	hsa00770	CSAD	ENSG00000139631
5167	hsa00770	ENPP1	ENSG00000197594
5169	hsa00770	ENPP3	ENSG00000154269
51733	hsa00770	UPB1	ENSG00000100024
53354	hsa00770	PANK1	ENSG00000152782
586	hsa00770	BCAT1	ENSG00000060982
587	hsa00770	BCAT2	ENSG00000105552
60490	hsa00770	PPCDC	ENSG00000138621
60496	hsa00770	AASDHPPT	ENSG00000149313
79646	hsa00770	PANK3	ENSG00000120137
79717	hsa00770	PPCS	ENSG00000127125
80025	hsa00770	PANK2	ENSG00000125779
80347	hsa00770	COASY	ENSG00000068120
8875	hsa00770	VNN2	ENSG00000112303
8876	hsa00770	VNN1	ENSG00000112299
3141	hsa00780	HLCS	ENSG00000159267
54995	hsa00780	OXSM	ENSG00000151093
686	hsa00780	BTD	ENSG00000169814
11019	hsa00785	LIAS	ENSG00000121897
116285	hsa00785	ACSM1	ENSG00000166743
1629	hsa00785	DBT	ENSG00000137992
1737	hsa00785	DLAT	ENSG00000150768
1738	hsa00785	DLD	ENSG00000091140
1743	hsa00785	DLST	ENSG00000119689
2653	hsa00785	GCSH	ENSG00000140905
2731	hsa00785	GLDC	ENSG00000178445
275	hsa00785	AMT	ENSG00000145020
387787	hsa00785	LIPT2	ENSG00000175536
4967	hsa00785	OGDH	ENSG00000105953
5160	hsa00785	PDHA1	ENSG00000131828
51601	hsa00785	LIPT1	ENSG00000144182
5161	hsa00785	PDHA2	ENSG00000163114
5162	hsa00785	PDHB	ENSG00000168291
55526	hsa00785	DHTKD1	ENSG00000181192
55753	hsa00785	OGDHL	ENSG00000197444
593	hsa00785	BCKDHA	ENSG00000248098
594	hsa00785	BCKDHB	ENSG00000083123
10243	hsa00790	GPHN	ENSG00000171723
121278	hsa00790	TPH2	ENSG00000139287
1719	hsa00790	DHFR	ENSG00000228716
200895	hsa00790	DHFR2	ENSG00000178700
231	hsa00790	AKR1B1	ENSG00000085662
2356	hsa00790	FPGS	ENSG00000136877
248	hsa00790	ALPI	ENSG00000163295
249	hsa00790	ALPL	ENSG00000162551
250	hsa00790	ALPP	ENSG00000163283
251	hsa00790	ALPG	ENSG00000163286
2643	hsa00790	GCH1	ENSG00000131979
4337	hsa00790	MOCS1	ENSG00000124615
4338	hsa00790	MOCS2	ENSG00000164172
441282	hsa00790	AKR1B15	ENSG00000227471
5053	hsa00790	PAH	ENSG00000171759
5092	hsa00790	PCBD1	ENSG00000166228
55034	hsa00790	MOCOS	ENSG00000075643
57016	hsa00790	AKR1B10	ENSG00000198074
5805	hsa00790	PTS	ENSG00000150787
5860	hsa00790	QDPR	ENSG00000151552
6697	hsa00790	SPR	ENSG00000116096
7054	hsa00790	TH	ENSG00000180176
7166	hsa00790	TPH1	ENSG00000129167
84105	hsa00790	PCBD2	ENSG00000132570
8644	hsa00790	AKR1C3	ENSG00000196139
873	hsa00790	CBR1	ENSG00000159228
8836	hsa00790	GGH	ENSG00000137563
100861540	hsa00830	CYP3A7-CYP3A51P	ENSG00000282301
10170	hsa00830	DHRS9	ENSG00000073737
10720	hsa00830	UGT2B11	ENSG00000213759
10901	hsa00830	DHRS4	ENSG00000157326
10941	hsa00830	UGT2A1	ENSG00000173610
112724	hsa00830	RDH13	ENSG00000160439
124	hsa00830	ADH1A	ENSG00000187758
125	hsa00830	ADH1B	ENSG00000196616
126	hsa00830	ADH1C	ENSG00000248144
127	hsa00830	ADH4	ENSG00000198099
128	hsa00830	ADH5	ENSG00000197894
130	hsa00830	ADH6	ENSG00000172955
131	hsa00830	ADH7	ENSG00000196344
145226	hsa00830	RDH12	ENSG00000139988
1543	hsa00830	CYP1A1	ENSG00000140465
1544	hsa00830	CYP1A2	ENSG00000140505
1548	hsa00830	CYP2A6	ENSG00000255974
1549	hsa00830	CYP2A7	ENSG00000198077
1551	hsa00830	CYP3A7	ENSG00000160870
1555	hsa00830	CYP2B6	ENSG00000197408
1558	hsa00830	CYP2C8	ENSG00000138115
1559	hsa00830	CYP2C9	ENSG00000138109
1562	hsa00830	CYP2C18	ENSG00000108242
157506	hsa00830	RDH10	ENSG00000121039
1576	hsa00830	CYP3A4	ENSG00000160868
1577	hsa00830	CYP3A5	ENSG00000106258
158835	hsa00830	AWAT2	ENSG00000147160
1592	hsa00830	CYP26A1	ENSG00000095596
195814	hsa00830	SDR16C5	ENSG00000170786
216	hsa00830	ALDH1A1	ENSG00000165092
220	hsa00830	ALDH1A3	ENSG00000184254
29785	hsa00830	CYP2S1	ENSG00000167600
316	hsa00830	AOX1	ENSG00000138356
317749	hsa00830	DHRS4L2	ENSG00000187630
339761	hsa00830	CYP27C1	ENSG00000186684
340665	hsa00830	CYP26C1	ENSG00000187553
50700	hsa00830	RDH8	ENSG00000080511
51109	hsa00830	RDH11	ENSG00000072042
53630	hsa00830	BCO1	ENSG00000135697
54490	hsa00830	UGT2B28	ENSG00000135226
54575	hsa00830	UGT1A10	ENSG00000242515
54576	hsa00830	UGT1A8	ENSG00000242366
54577	hsa00830	UGT1A7	ENSG00000244122
54578	hsa00830	UGT1A6	ENSG00000167165
54579	hsa00830	UGT1A5	ENSG00000288705
54600	hsa00830	UGT1A9	ENSG00000241119
54657	hsa00830	UGT1A4	ENSG00000244474
54658	hsa00830	UGT1A1	ENSG00000241635
54659	hsa00830	UGT1A3	ENSG00000288702
54884	hsa00830	RETSAT	ENSG00000042445
54905	hsa00830	CYP2W1	ENSG00000073067
56603	hsa00830	CYP26B1	ENSG00000003137
574537	hsa00830	UGT2A2	ENSG00000271271
5959	hsa00830	RDH5	ENSG00000135437
6121	hsa00830	RPE65	ENSG00000116745
7363	hsa00830	UGT2B4	ENSG00000156096
7364	hsa00830	UGT2B7	ENSG00000171234
7365	hsa00830	UGT2B10	ENSG00000109181
7366	hsa00830	UGT2B15	ENSG00000196620
7367	hsa00830	UGT2B17	ENSG00000197888
79799	hsa00830	UGT2A3	ENSG00000135220
8228	hsa00830	PNPLA4	ENSG00000006757
8608	hsa00830	RDH16	ENSG00000139547
8630	hsa00830	HSD17B6	ENSG00000025423
8694	hsa00830	DGAT1	ENSG00000185000
8854	hsa00830	ALDH1A2	ENSG00000128918
9227	hsa00830	LRAT	ENSG00000121207
9249	hsa00830	DHRS3	ENSG00000162496
10720	hsa00860	UGT2B11	ENSG00000213759
10941	hsa00860	UGT2A1	ENSG00000173610
124454	hsa00860	EARS2	ENSG00000103356
1352	hsa00860	COX10	ENSG00000006695
1355	hsa00860	COX15	ENSG00000014919
1356	hsa00860	CP	ENSG00000047457
1371	hsa00860	CPOX	ENSG00000080819
2058	hsa00860	EPRS1	ENSG00000136628
210	hsa00860	ALAD	ENSG00000148218
211	hsa00860	ALAS1	ENSG00000023330
212	hsa00860	ALAS2	ENSG00000158578
2235	hsa00860	FECH	ENSG00000066926
2395	hsa00860	FXN	ENSG00000165060
2990	hsa00860	GUSB	ENSG00000169919
3052	hsa00860	HCCS	ENSG00000004961
3145	hsa00860	HMBS	ENSG00000256269
3162	hsa00860	HMOX1	ENSG00000100292
3163	hsa00860	HMOX2	ENSG00000103415
326625	hsa00860	MMAB	ENSG00000139428
341208	hsa00860	HEPHL1	ENSG00000181333
54490	hsa00860	UGT2B28	ENSG00000135226
54575	hsa00860	UGT1A10	ENSG00000242515
54576	hsa00860	UGT1A8	ENSG00000242366
54577	hsa00860	UGT1A7	ENSG00000244122
54578	hsa00860	UGT1A6	ENSG00000167165
54579	hsa00860	UGT1A5	ENSG00000288705
54600	hsa00860	UGT1A9	ENSG00000241119
54657	hsa00860	UGT1A4	ENSG00000244474
54658	hsa00860	UGT1A1	ENSG00000241635
54659	hsa00860	UGT1A3	ENSG00000288702
5498	hsa00860	PPOX	ENSG00000143224
574537	hsa00860	UGT2A2	ENSG00000271271
644	hsa00860	BLVRA	ENSG00000106605
645	hsa00860	BLVRB	ENSG00000090013
7363	hsa00860	UGT2B4	ENSG00000156096
7364	hsa00860	UGT2B7	ENSG00000171234
7365	hsa00860	UGT2B10	ENSG00000109181
7366	hsa00860	UGT2B15	ENSG00000196620
7367	hsa00860	UGT2B17	ENSG00000197888
7389	hsa00860	UROD	ENSG00000126088
7390	hsa00860	UROS	ENSG00000188690
79799	hsa00860	UGT2A3	ENSG00000135220
9843	hsa00860	HEPH	ENSG00000089472
100529261	hsa00900	CHURC1-FNTB	ENSG00000125954
10269	hsa00900	ZMPSTE24	ENSG00000084073
10654	hsa00900	PMVK	ENSG00000163344
116150	hsa00900	NUS1	ENSG00000153989
2224	hsa00900	FDPS	ENSG00000160752
2339	hsa00900	FNTA	ENSG00000168522
2342	hsa00900	FNTB	ENSG00000257365
23463	hsa00900	ICMT	ENSG00000116237
23590	hsa00900	PDSS1	ENSG00000148459
3156	hsa00900	HMGCR	ENSG00000113161
3157	hsa00900	HMGCS1	ENSG00000112972
3158	hsa00900	HMGCS2	ENSG00000134240
3422	hsa00900	IDI1	ENSG00000067064
38	hsa00900	ACAT1	ENSG00000075239
39	hsa00900	ACAT2	ENSG00000120437
4597	hsa00900	MVD	ENSG00000167508
4598	hsa00900	MVK	ENSG00000110921
51449	hsa00900	PCYOX1	ENSG00000116005
57107	hsa00900	PDSS2	ENSG00000164494
79947	hsa00900	DHDDS	ENSG00000117682
91734	hsa00900	IDI2	ENSG00000148377
9453	hsa00900	GGPS1	ENSG00000152904
9986	hsa00900	RCE1	ENSG00000173653
11238	hsa00910	CA5B	ENSG00000169239
1373	hsa00910	CPS1	ENSG00000021826
23632	hsa00910	CA14	ENSG00000118298
2746	hsa00910	GLUD1	ENSG00000148672
2747	hsa00910	GLUD2	ENSG00000182890
2752	hsa00910	GLUL	ENSG00000135821
377677	hsa00910	CA13	ENSG00000185015
